Date,Price,,,,,
10/26/22,45.7,,,,,
10/25/22,45.37,,,,,
10/24/22,45.2,,,,,
10/21/22,44.83,,,,,
10/20/22,43.65,,,,,
10/19/22,43.62,,,,,
10/18/22,44.67,,,,,
10/17/22,43.96,,,,,
10/14/22,43.17,,,,,
10/13/22,42.38,,,,,
10/12/22,40.51,,,,,
10/11/22,40.23,,,,,
10/10/22,41.45,,,,,
10/7/22,41.79,,,,,
10/6/22,42.24,,,,,
10/5/22,43.31,,,,,
10/4/22,43.54,,,,,
10/3/22,41.58,,,,,
9/30/22,40.22,,,,,
9/29/22,40.5,,,,,
9/28/22,40.81,,,,,
9/27/22,40.03,,,,,
9/26/22,40.01,,,,,
9/23/22,40.41,,,,,
9/22/22,41.52,,,,,
9/21/22,42.27,,,,,
9/20/22,43.41,,,,,
9/19/22,44.32,,,,,
9/16/22,43.94,,,,,
9/15/22,44.14,,,,,
9/14/22,43.28,,,,,
9/13/22,43.22,,,,,
9/12/22,45.53,,,,,
9/9/22,45.33,,,,,
9/8/22,45.23,,,,,
9/7/22,43.84,,,,,
9/6/22,42.88,,,,,
9/2/22,43.38,,,,,
9/1/22,43.7,,,,,
8/31/22,43.71,,,,,
8/30/22,44.14,,,,,
8/29/22,43.92,,,,,
8/26/22,43.97,,,,,
8/25/22,45.39,,,,,
8/24/22,44.64,,,,,
8/23/22,44.37,,,,,
8/22/22,44.41,,,,,
8/19/22,45.35,,,,,
8/18/22,46.14,,,,,
8/17/22,46.14,,,,,
8/16/22,46.06,,,,,
8/15/22,45.75,,,,,
8/12/22,45.94,,,,,
8/11/22,45.25,,,,,
8/10/22,44.33,,,,,
8/9/22,43.4,,,,,
8/8/22,43.19,,,,,
8/5/22,43.76,,,,,
8/4/22,42.77,,,,,
8/3/22,43.89,,,,,
8/2/22,42.88,,,,,
8/1/22,43.54,,,,,
7/29/22,43.87,,,,,
7/28/22,43.32,,,,,
7/27/22,43.71,,,,,
7/26/22,42.9,,,,,
7/25/22,43.5,,,,,
7/22/22,43.17,,,,,
7/21/22,43.28,,,,,
7/20/22,42.72,,,,,
7/19/22,42.9,,,,,
7/18/22,41.19,,,,,
7/15/22,41.13,,,,,
7/14/22,38.74,,,,,
7/13/22,39.07,,,,,
7/12/22,39.6,,,,,
7/11/22,39.79,,,,,
7/8/22,40.18,,,,,
7/7/22,40.12,,,,,
7/6/22,39.5,,,,,
7/5/22,40.1,,,,,
7/1/22,39.92,,,,,
6/30/22,39.17,,,,,
6/29/22,39.71,,,,,
6/28/22,40.18,,,,,
6/27/22,40.24,,,,,
6/24/22,40.76,,,,,
6/23/22,37.9,,,,,
6/22/22,38.6,,,,,
6/21/22,38.99,,,,,
6/17/22,38.48,,,,,
6/16/22,37.65,,,,,
6/15/22,38.17,,,,,
6/14/22,37.43,,,,,
6/13/22,38.99,,,,,
6/10/22,40.08,,,,,
6/9/22,42.67,,,,,
6/8/22,44.63,,,,,
6/7/22,45.47,,,,,
6/6/22,45.12,,,,,
6/3/22,44.82,,,,,
6/2/22,45.33,,,,,
6/1/22,45.16,,,,,
5/31/22,45.77,,,,,
5/27/22,45.89,,,,,
5/26/22,45.6,,,,,
5/25/22,44.12,,,,,
5/24/22,43.29,,,,,
5/23/22,43.82,,,,,
5/20/22,41.67,,,,,
5/19/22,42,,,,,
5/18/22,42.11,,,,,
5/17/22,43.71,,,,,
5/16/22,42.21,,,,,
5/13/22,42.64,,,,,
5/12/22,41.81,,,,,
5/11/22,42.57,,,,,
5/10/22,43.08,,,,,
5/9/22,43.96,,,,,
5/6/22,44.55,,,,,
5/5/22,44.76,,,,,
5/4/22,45.98,,,,,
5/3/22,44.16,,,,,
5/2/22,43.67,,,,,
4/29/22,43.63,,,,,
4/28/22,45.17,,,,,
4/27/22,44.58,,,,,
4/26/22,44.58,,,,,
4/25/22,45.83,,,,,
4/22/22,46.34,,,,,
4/21/22,47.78,,,,,
4/20/22,48.65,,,,,
4/19/22,47.83,,,,,
4/18/22,47.17,,,,,
4/14/22,46.35,,,,,
4/13/22,48.54,,,,,
4/12/22,48.42,,,,,
4/11/22,49.33,,,,,
4/8/22,48.73,,,,,
4/7/22,47.74,,,,,
4/6/22,47.89,,,,,
4/5/22,48.12,,,,,
4/4/22,48.46,,,,,
4/1/22,48.71,,,,,
3/31/22,48.46,,,,,
3/30/22,50.11,,,,,
3/29/22,51.6,,,,,
3/28/22,51.81,,,,,
3/25/22,52.56,,,,,
3/24/22,51.33,,,,,
3/23/22,51.12,,,,,
3/22/22,53.39,,,,,
3/21/22,51.14,,,,,
3/18/22,51.42,,,,,
3/17/22,51.48,,,,,
3/16/22,51.6,,,,,
3/15/22,50.11,,,,,
3/14/22,49.86,,,,,
3/11/22,48.47,,,,,
3/10/22,49.01,,,,,
3/9/22,49.16,,,,,
3/8/22,46.46,,,,,
3/7/22,45.81,,,,,
3/4/22,48.79,,,,,
3/3/22,51.24,,,,,
3/2/22,52.22,,,,,
3/1/22,50.29,,,,,
2/28/22,53.37,,,,,
2/25/22,54.11,,,,,
2/24/22,52.71,,,,,
2/23/22,53.95,,,,,
2/22/22,55.28,,,,,
2/18/22,55.63,,,,,
2/17/22,56.15,,,,,
2/16/22,58.14,,,,,
2/15/22,58.38,,,,,
2/14/22,57.85,,,,,
2/11/22,58.31,,,,,
2/10/22,59.05,,,,,
2/9/22,59.06,,,,,
2/8/22,58.75,,,,,
2/7/22,57.33,,,,,
2/4/22,56.33,,,,,
2/3/22,55.17,,,,,
2/2/22,55.93,,,,,
2/1/22,55.6,,,,,
1/31/22,53.8,,,,,
1/28/22,54.19,,,,,
1/27/22,53.76,,,,,
1/26/22,54.14,,,,,
