Date,Price,,,,,
4/18/22,329.88,,,,,
4/14/22,321.64,,,,,
4/13/22,321.97,,,,,
4/12/22,319.78,,,,,
4/11/22,320.76,,,,,
4/8/22,321.39,,,,,
4/7/22,314.15,,,,,
4/6/22,316.26,,,,,
4/5/22,323.96,,,,,
4/4/22,328.21,,,,,
4/1/22,330.22,,,,,
3/31/22,330.1,,,,,
3/30/22,335.59,,,,,
3/29/22,339.66,,,,,
3/28/22,335.3,,,,,
3/25/22,337.49,,,,,
3/24/22,336.23,,,,,
3/23/22,335.61,,,,,
3/22/22,343.01,,,,,
3/21/22,339,,,,,
3/18/22,345.38,,,,,
3/17/22,343.27,,,,,
3/16/22,340.76,,,,,
3/15/22,329.16,,,,,
3/14/22,324.98,,,,,
3/11/22,327,,,,,
3/10/22,329.9,,,,,
3/9/22,333.59,,,,,
3/8/22,321.37,,,,,
3/7/22,321.89,,,,,
3/4/22,329.67,,,,,
3/3/22,333.42,,,,,
3/2/22,336.38,,,,,
3/1/22,328.2,,,,,
2/28/22,341.29,,,,,
2/25/22,350.12,,,,,
2/24/22,340.19,,,,,
2/23/22,341.19,,,,,
2/22/22,344.27,,,,,
2/18/22,346.04,,,,,
2/17/22,349.06,,,,,
2/16/22,360.05,,,,,
2/15/22,363.94,,,,,
2/14/22,360.24,,,,,
2/11/22,363.06,,,,,
2/10/22,370.57,,,,,
2/9/22,374.53,,,,,
2/8/22,370.1,,,,,
2/7/22,368.15,,,,,
2/4/22,367.6,,,,,
2/3/22,358.88,,,,,
2/2/22,363.06,,,,,
2/1/22,364.06,,,,,
1/31/22,354.68,,,,,
1/28/22,347.01,,,,,
1/27/22,341.03,,,,,
1/26/22,342.68,,,,,
1/25/22,341.55,,,,,
1/24/22,343.39,,,,,
1/21/22,343.91,,,,,
1/20/22,348.1,,,,,
1/19/22,347.32,,,,,
1/18/22,354.4,,,,,
1/14/22,380.94,,,,,
1/13/22,390.8,,,,,
1/12/22,390.31,,,,,
1/11/22,403.05,,,,,
1/10/22,399.17,,,,,
1/7/22,397.51,,,,,
1/6/22,396.93,,,,,
1/5/22,398.63,,,,,
1/4/22,407.48,,,,,
1/3/22,395.33,,,,,
12/31/21,382.55,,,,,
12/30/21,385.52,,,,,
12/29/21,386.2,,,,,
12/28/21,387.61,,,,,
12/27/21,388.04,,,,,
12/23/21,385.04,,,,,
12/22/21,382.33,,,,,
12/21/21,380.32,,,,,
12/20/21,371.61,,,,,
12/17/21,381.8,,,,,
12/16/21,397.37,,,,,
12/15/21,389.91,,,,,
12/14/21,388.82,,,,,
12/13/21,384.64,,,,,
12/10/21,391.06,,,,,
12/9/21,396.49,,,,,
12/8/21,397.32,,,,,
12/7/21,400.11,,,,,
12/6/21,389.3,,,,,
12/3/21,382.73,,,,,
12/2/21,387.54,,,,,
12/1/21,376.48,,,,,
11/30/21,380.99,,,,,
11/29/21,386.54,,,,,
11/26/21,389.39,,,,,
11/24/21,399.19,,,,,
11/23/21,406.34,,,,,
11/22/21,396.16,,,,,
11/19/21,387.39,,,,,
11/18/21,391.37,,,,,
11/17/21,391.55,,,,,
11/16/21,403.09,,,,,
11/15/21,404.81,,,,,
11/12/21,404.91,,,,,
11/11/21,402.34,,,,,
11/10/21,399.12,,,,,
11/9/21,405.35,,,,,
11/8/21,408.34,,,,,
11/5/21,407.08,,,,,
11/4/21,408.07,,,,,
11/3/21,417.9,,,,,
11/2/21,423.85,,,,,
11/1/21,416.7,,,,,
10/29/21,413.35,,,,,
10/28/21,414.82,,,,,
10/27/21,410.99,,,,,
10/26/21,417.61,,,,,
10/25/21,414.75,,,,,
10/22/21,414.32,,,,,
10/21/21,407.59,,,,,
10/20/21,407.89,,,,,
10/19/21,412.16,,,,,
10/18/21,413.69,,,,,
10/15/21,406.07,,,,,
10/14/21,391.2,,,,,
10/13/21,386.31,,,,,
10/12/21,386.53,,,,,
10/11/21,385.24,,,,,
10/8/21,392.81,,,,,
10/7/21,390.62,,,,,
10/6/21,388.05,,,,,
10/5/21,385.81,,,,,
10/4/21,374.15,,,,,
10/1/21,380,,,,,
9/30/21,378.03,,,,,
9/29/21,384.89,,,,,
9/28/21,389.5,,,,,
9/27/21,399.81,,,,,
9/24/21,390.85,,,,,
9/23/21,391.86,,,,,
9/22/21,385.47,,,,,
9/21/21,375.84,,,,,
9/20/21,378.13,,,,,
9/17/21,391.46,,,,,
9/16/21,396.68,,,,,
9/15/21,401.95,,,,,
9/14/21,403.69,,,,,
9/13/21,409.26,,,,,
9/10/21,403.48,,,,,
9/9/21,404.58,,,,,
9/8/21,405,,,,,
9/7/21,410.32,,,,,
9/3/21,411.31,,,,,
9/2/21,414.5,,,,,
9/1/21,413.66,,,,,
8/31/21,413.51,,,,,
8/30/21,413.6,,,,,
8/27/21,419.69,,,,,
8/26/21,412.41,,,,,
8/25/21,413.12,,,,,
8/24/21,408.56,,,,,
8/23/21,401.45,,,,,
8/20/21,395.87,,,,,
8/19/21,393.57,,,,,
8/18/21,398.8,,,,,
8/17/21,404.97,,,,,
8/16/21,408.35,,,,,
8/13/21,410.78,,,,,
8/12/21,415,,,,,
8/11/21,413.89,,,,,
8/10/21,407.97,,,,,
8/9/21,399.88,,,,,
8/6/21,397.89,,,,,
8/5/21,384.3,,,,,
8/4/21,377.86,,,,,
8/3/21,380.36,,,,,
8/2/21,378.19,,,,,
7/30/21,374.88,,,,,
7/29/21,377.55,,,,,
7/28/21,374.23,,,,,
7/27/21,374.84,,,,,
7/26/21,375.9,,,,,
7/23/21,374.05,,,,,
7/22/21,372.71,,,,,
7/21/21,373.5,,,,,
7/20/21,364.76,,,,,
7/19/21,354.72,,,,,
7/16/21,364.8,,,,,
7/15/21,373.35,,,,,
7/14/21,374.4,,,,,
7/13/21,375.98,,,,,
7/12/21,380.5,,,,,
7/9/21,371.76,,,,,
7/8/21,358.94,,,,,
7/7/21,367.67,,,,,
7/6/21,369.86,,,,,
7/2/21,374.16,,,,,
7/1/21,374.99,,,,,
6/30/21,379.53,,,,,
6/29/21,372.62,,,,,
6/28/21,368.71,,,,,
6/25/21,368.77,,,,,
6/24/21,368.75,,,,,
6/23/21,361.05,,,,,
6/22/21,357.53,,,,,
6/21/21,357.54,,,,,
6/18/21,348.83,,,,,
6/17/21,361.5,,,,,
6/16/21,371,,,,,
6/15/21,371.3,,,,,
6/14/21,372.92,,,,,
6/11/21,378.05,,,,,
6/10/21,373.94,,,,,
6/9/21,382.78,,,,,
6/8/21,384.7,,,,,
6/7/21,388.16,,,,,
6/4/21,391.45,,,,,
6/3/21,388.72,,,,,
6/2/21,383.44,,,,,
6/1/21,382.44,,,,,
5/28/21,372.02,,,,,
5/27/21,371.37,,,,,
5/26/21,367.4,,,,,
5/25/21,364.51,,,,,
5/24/21,368.29,,,,,
5/21/21,366.26,,,,,
5/20/21,359.78,,,,,
5/19/21,358.38,,,,,
5/18/21,364.56,,,,,
5/17/21,369.25,,,,,
5/14/21,368.77,,,,,
5/13/21,358.81,,,,,
5/12/21,354.4,,,,,
5/11/21,359.92,,,,,
5/10/21,368.68,,,,,
5/7/21,370.89,,,,,
5/6/21,365.97,,,,,
5/5/21,357.62,,,,,
5/4/21,349.84,,,,,
5/3/21,350.16,,,,,
4/30/21,348.45,,,,,
4/29/21,352.97,,,,,
4/28/21,348.11,,,,,
4/27/21,346.63,,,,,
4/26/21,343.52,,,,,
4/23/21,339.35,,,,,
4/22/21,330.85,,,,,
4/21/21,335.27,,,,,
4/20/21,331.88,,,,,
4/19/21,343.09,,,,,
4/16/21,342.31,,,,,
4/15/21,338.55,,,,,
4/14/21,335.35,,,,,
4/13/21,327.68,,,,,
4/12/21,331.84,,,,,
