Date,Price,,,,,
9/2/21,160.46,,,,,
9/1/21,159.72,,,,,
8/31/21,159.95,,,,,
8/30/21,160.44,,,,,
8/27/21,163.05,,,,,
8/26/21,161.75,,,,,
8/25/21,160.92,,,,,
8/24/21,157.67,,,,,
8/23/21,156.7,,,,,
8/20/21,154.72,,,,,
8/19/21,154.28,,,,,
8/18/21,155.58,,,,,
8/17/21,157.01,,,,,
8/16/21,158.93,,,,,
8/13/21,159.98,,,,,
8/12/21,161.79,,,,,
8/11/21,161.16,,,,,
8/10/21,159.26,,,,,
8/9/21,157.33,,,,,
8/6/21,157.5,,,,,
8/5/21,153.15,,,,,
8/4/21,151.24,,,,,
8/3/21,152.89,,,,,
8/2/21,151.17,,,,,
7/30/21,151.78,,,,,
7/29/21,153,,,,,
7/28/21,151.7,,,,,
7/27/21,151.45,,,,,
7/26/21,151.65,,,,,
7/23/21,150.64,,,,,
7/22/21,150.93,,,,,
7/21/21,152.86,,,,,
7/20/21,149.71,,,,,
7/19/21,146.97,,,,,
7/16/21,151.91,,,,,
7/15/21,155.46,,,,,
7/14/21,155.12,,,,,
7/13/21,155.65,,,,,
7/12/21,158,,,,,
7/9/21,155.77,,,,,
7/8/21,150.94,,,,,
7/7/21,153.59,,,,,
7/6/21,153.41,,,,,
7/2/21,156.03,,,,,
7/1/21,157.08,,,,,
6/30/21,155.54,,,,,
6/29/21,154.14,,,,,
6/28/21,154.33,,,,,
6/25/21,154.05,,,,,
6/24/21,152.51,,,,,
6/23/21,151.12,,,,,
6/22/21,150.21,,,,,
6/21/21,150.43,,,,,
6/18/21,147.92,,,,,
6/17/21,151.76,,,,,
6/16/21,156.27,,,,,
6/15/21,155.18,,,,,
6/14/21,157.57,,,,,
6/11/21,160.29,,,,,
6/10/21,160.4,,,,,
6/9/21,162.94,,,,,
6/8/21,165,,,,,
6/7/21,165.66,,,,,
6/4/21,166.44,,,,,
6/3/21,166.17,,,,,
6/2/21,166.06,,,,,
6/1/21,166.05,,,,,
5/28/21,164.24,,,,,
5/27/21,164.35,,,,,
5/26/21,161.83,,,,,
5/25/21,161.85,,,,,
5/24/21,163.54,,,,,
5/21/21,162.66,,,,,
5/20/21,160.83,,,,,
5/19/21,161.11,,,,,
5/18/21,162.35,,,,,
5/17/21,164.67,,,,,
5/14/21,164.01,,,,,
5/13/21,161.5,,,,,
5/12/21,157.45,,,,,
5/11/21,158.54,,,,,
5/10/21,161.22,,,,,
5/7/21,161.24,,,,,
5/6/21,160.69,,,,,
5/5/21,157.52,,,,,
5/4/21,155.48,,,,,
5/3/21,153.36,,,,,
4/30/21,153.81,,,,,
4/29/21,155.19,,,,,
4/28/21,152.23,,,,,
4/27/21,151.25,,,,,
4/26/21,150.56,,,,,
4/23/21,150.19,,,,,
4/22/21,147.37,,,,,
4/21/21,150.54,,,,,
4/20/21,149.27,,,,,
4/19/21,152.65,,,,,
4/16/21,153.3,,,,,
4/15/21,152.17,,,,,
4/14/21,151.21,,,,,
4/13/21,154.09,,,,,
4/12/21,155.95,,,,,
4/9/21,156.28,,,,,
4/8/21,155.12,,,,,
4/7/21,154.93,,,,,
4/6/21,152.54,,,,,
4/5/21,153.62,,,,,
4/1/21,153.71,,,,,
3/31/21,152.23,,,,,
3/30/21,154.48,,,,,
3/29/21,152.68,,,,,
3/26/21,155.09,,,,,
3/25/21,152.55,,,,,
3/24/21,150.62,,,,,
3/23/21,149.46,,,,,
3/22/21,150.97,,,,,
3/19/21,155.14,,,,,
3/18/21,157.65,,,,,
3/17/21,155.09,,,,,
3/16/21,153.51,,,,,
3/15/21,155.37,,,,,
3/12/21,156.15,,,,,
3/11/21,154.32,,,,,
3/10/21,155.13,,,,,
3/9/21,151.83,,,,,
3/8/21,152.91,,,,,
3/5/21,150.91,,,,,
3/4/21,150.56,,,,,
3/3/21,152.91,,,,,
3/2/21,150.01,,,,,
3/1/21,150.5,,,,,
2/26/21,147.17,,,,,
2/25/21,151.18,,,,,
2/24/21,153.26,,,,,
2/23/21,150.61,,,,,
2/22/21,149.41,,,,,
2/19/21,148.02,,,,,
2/18/21,145.59,,,,,
2/17/21,145.1,,,,,
2/16/21,144.65,,,,,
2/12/21,141.25,,,,,
2/11/21,139.27,,,,,
2/10/21,139.66,,,,,
2/9/21,139.58,,,,,
2/8/21,140.14,,,,,
2/5/21,137.98,,,,,
2/4/21,138.25,,,,,
2/3/21,135.14,,,,,
2/2/21,133.61,,,,,
2/1/21,129.62,,,,,
1/29/21,128.67,,,,,
1/28/21,130.11,,,,,
1/27/21,127.86,,,,,
1/26/21,131.58,,,,,
1/25/21,132.12,,,,,
1/22/21,133.79,,,,,
1/21/21,134.83,,,,,
1/20/21,135.97,,,,,
1/19/21,138.04,,,,,
1/15/21,138.64,,,,,
1/14/21,141.17,,,,,
1/13/21,140.35,,,,,
1/12/21,140.22,,,,,
1/11/21,138.05,,,,,
1/8/21,136.02,,,,,
1/7/21,135.87,,,,,
1/6/21,131.55,,,,,
1/5/21,125.65,,,,,
1/4/21,125.87,,,,,
12/31/20,127.07,,,,,
12/30/20,125.36,,,,,
12/29/20,125.01,,,,,
12/28/20,125.34,,,,,
12/24/20,124.52,,,,,
12/23/20,125.07,,,,,
12/22/20,121.67,,,,,
12/21/20,123.55,,,,,
12/18/20,119.08,,,,,
12/17/20,119.67,,,,,
12/16/20,120.67,,,,,
12/15/20,120.32,,,,,
12/14/20,118.3,,,,,
12/11/20,119.56,,,,,
12/10/20,120.27,,,,,
12/9/20,121.05,,,,,
12/8/20,122,,,,,
12/7/20,121.88,,,,,
12/4/20,122.34,,,,,
12/3/20,121.24,,,,,
12/2/20,122.04,,,,,
12/1/20,119.74,,,,,
11/30/20,117.88,,,,,
11/27/20,121.22,,,,,
11/25/20,122.03,,,,,
11/24/20,123.32,,,,,
11/23/20,117.87,,,,,
11/20/20,114.57,,,,,
11/19/20,115.56,,,,,
11/18/20,115.25,,,,,
11/17/20,116.11,,,,,
11/16/20,117.3,,,,,
11/13/20,114.08,,,,,
11/12/20,113.37,,,,,
11/11/20,114.78,,,,,
11/10/20,116.52,,,,,
11/9/20,116.9,,,,,
11/6/20,102.96,,,,,
11/5/20,104.35,,,,,
11/4/20,100.25,,,,,
11/3/20,103.41,,,,,
11/2/20,100.25,,,,,
10/30/20,98.04,,,,,
10/29/20,97.17,,,,,
10/28/20,96.54,,,,,
10/27/20,99.33,,,,,
10/26/20,101.24,,,,,
10/23/20,103.81,,,,,
10/22/20,102.88,,,,,
10/21/20,99.37,,,,,
10/20/20,100.37,,,,,
10/19/20,99.8,,,,,
10/16/20,101.51,,,,,
10/15/20,101.72,,,,,
10/14/20,100.22,,,,,
10/13/20,100.78,,,,,
10/12/20,102.44,,,,,
10/9/20,101.2,,,,,
10/8/20,101.78,,,,,
10/7/20,99.73,,,,,
10/6/20,98.02,,,,,
10/5/20,99.04,,,,,
